Artikelnummer 2	Artikelnummer	Bezeichung	Bezeichung 2	Lagerbestand	Gewicht	Preis (inkl. MWSt)	Preis (exkl. MWSt)	WWW-Link	Webtext	Webtext 2	Herstellernummer	Hersteller	MWST Satz	Endkundenpreis	Garantie (Monate)	Erfassungsdatum	Kategorie 1	Kategorie 2	Kategorie 3	Kategorie	EAN-Code	Lieferdatum	Ausverkaufsartikel	Discountpreis
8550	SW KA LO ACC-2001 PS2 01.8M	LevelOne ACC-2001: Kabel zu Switchbox 1.8m	PS/2, VGA, für KVM-xx05, KVM-xx10, KVM-xx20	60	0.27	14.2	13.2	http://www.level-one.de/levelone.php?page=prod&cat=7029&model=ACC-2001	LevelOne ACC-2001, Kabel zu LevelOne Switchbox  KVM-xx10 und KVM-xx11, PS/2, VGA, 1.8m		591010	LevelOne	7.6	22.55	24	16.09.06	PC-Peripherie (Zubehör)	Switchboxen/Umschalter	KVM Switch local	Switchboxen	4015867106006	sofort	Nein	16.7
8551	SW KA LO ACC-2002 PS2 03M	LevelOne ACC-2002: Kabel zu Switchbox 3m	PS/2, VGA, für KVM-xx05, KVM-xx10, KVM-xx20	39	0.35	18.45	17.15	http://www.level-one.de/levelone.php?page=prod&cat=7029&model=ACC-2002	LevelOne ACC-2002: Kabel zu LevelOne Switchbox KVM-xx10 und KVM-xx11, PS/2, VGA, 3m	für KVM-0410/0810/1610 und KVM-0811/1611	591020	LevelOne	7.6	28.75	24	16.09.06	PC-Peripherie (Zubehör)	Switchboxen/Umschalter	KVM Switch local	Switchboxen	4015867106013	sofort	Nein	21.4
8555	ZTOFL HP C4153A	Trommeleinheit zu Color Laser Jet 8550	C4153A	0	3.77	220.85	205.25	http://h10010.www1.hp.com/wwpc/ch/de/sm/WF06c/A1-12771-64209-3322811-3322811-3774419-14781.html?jumpid=reg_R1002_CHDE	Drum Kit HP C4153A, 50'000 Seiten schwarz, 12'500 Seiten farbig, zu HP Colour Laser Jet 8500		C4153A	HP	7.6	269	3	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		unbekannt	Nein	226.7
8557	PA FO TRANS ST_5	T-Shirt-Folien, weiss	Folex, A4, 5 Blatt, für InkJet	10	0.13	13.8	12.83	http://www.folex.ch/prod.php?id=137&catp=7&cat=10007	Folex, T-Shirt-Folien für weisse Bekleidung, A4, 5 Blatt, für InkJet Drucker	Ein speziell beschichtetes Papier zum Bedrucken von weissen oder hellen T-Shirts, Kappen oder anderer Baumwollgewebe, mit Ihren eigenen Bildern, auch in hoher Auflösung.	04100.000.50400	Folex	7.6	25.65	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689067114	sofort	Nein	18.85
8558	PA FO TRANS BL_5	Folex T-Shirt-Folien, schwarz/farbig/weiss	Folex, A4, 5 Blatt, für InkJet	25	0.14	18.35	17.05	http://www.folex.ch/prod.php?id=161&catp=7&cat=10007	Folex, T-Shirt-Folien für schwarze, farbige und weisse Bekleidung, A4, 5 Blatt	Ein speziell beschichtetes Papier zum Bedrucken von schwarzen, farbigen oder weissen T-Shirts, Kappen oder anderen Baumwollgeweben, mit Ihren individuellen Motiven, auch in hoher Auflösung.	04250.000.50400	Folex	7.6	31.95	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689074433	sofort	Nein	24.45
8562	PA FO CANVAS ST_10	Künstlerleinwand, Canvas Jet, hochweiss	Folex, A4, 0.4 mm, 10 Blatt	4	0.19	21.9	20.35	http://www.folex.ch/prod.php?catp=7&cat=100019&id=255&sid=e901b267f967b5295e04d117ff5f592a	Folex, Künstlerleinwand, Canvas Jet, hochweiss, A4, 0.4 mm, 10 Blatt	Verwandeln Sie alte und neue Fotos, Gemälde und Zeichnungen in Kunstwerke.	21125.300.51000	Folex	7.6	37.1	12	06.11.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689043453	sofort	Nein	28.75
8565	PA FO GREETING_10	Glückwunschkarten	Folex, A5/C6, 170g/m2, 10 Blatt	7	0.15	6.1	5.67	http://www.folex.ch/pis/datasheets/greeting_jet_a.pdf	Folex, Glückwunschkarten, A5/C6, 170g/mm2, 10 Blatt		2330.7.910	Folex	7.6	13.3	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689054015	sofort	Ja	8.7
8569	PA FO TATTOO	Tattoo-Set	Folex, A4, 3 Blatt	9	0.11	18.05	16.78	http://www.folex.ch/prod.php?catp=7&cat=100027&id=224&sid=8321b8e6abd66a1547c1fddd056af2e7	Folex, Tattoo-Set, A4, 3 Blatt	Tattoo auf Probe	23340.180.50300	Folex	7.6	31.95	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689074273	sofort	Nein	24.05
8570	PA FO PUZZLE	Puzzle-Set	Folex, A4, 1 Blatt	17	0.18	16.35	15.2	http://www.folex.ch/pis/datasheets/puzzle_jet_a.pdf	Folex, Puzzle-Set, A4, 1 Blatt, ca. 24 Teile		2939.4.501	Folex	7.6	29.75	12	03.01.05	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689075072	sofort	Ja	21.5
8588	PA FO CLP ADH PCL_10	Selbstklebende Folien, CLP Adhesive P CL	Folex, A4, 0.05 mm, 10 Blatt durchsichtig	-1	0.19	25.95	24.12	http://www.folex.ch/prod.php?id=95&catp=3&cat=10009	Folex, Selbstklebende Folien, CLP Adhesive P CL, A4, .0.05 mm, 10 Blatt durchsichtig	 klare Selbstklebefolien mit Silikonpapier-Abdeckung. Ideal für Aufkleber, Schilder, Etiketten und Poster. Für InkJet, Kopierer, Farb- und SW Laser geeignet.	2999c.050.51000	Folex	7.6	43.25	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689084968	15.11.10	Nein	33.75
8589	PA FO COLORLASER_100	Fotopapier für Color Laser	Folex, A4, 170g/m2, 100 Blatt	16	1.18	19.4	18.03	http://www.folex.ch/prod.php?catp=3&cat=10008&id=97&sid=e901b267f967b5295e04d117ff5f592a	Folex, Fotopapier für Color Laser, A4, 170g/m2, 100 Blatt	Das Laser-Fotopapier steht für exzellente, kontrastreiche und farbgetreue Ausdrucke von Fotos, Bildern oder Grafiken.	29800.170.44000	Folex	7.6	34	12	13.01.05	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien	7610689092772	sofort	Nein	25.65
8633	ZTO HP C2610A	Toner Q2610A, HP Laserjet 2300/2300DN	schwarz, 6000 Seiten@5% Deckung	3	1.9	132.45	123.09	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP Q2610A schwarz, 6000 Seiten, zu Laserjet 2300/2300DN		Q2610A	HP	7.6	169	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	137.05
8697	GR KUE ZA ZM-OP1	Zalman Zusatzlüfter ZM-OP1	für ZM80C-HP / ZM80D-HP, 8cm x 8cm x 1.5cm	1	0.11	9.35	8.69	http://www.zalman.co.kr/usa/product/view.asp?idx=88&code=013	Zalman Zusatzlüfter ZM-OP1 für ZM80C-HP / ZM80D-HP, 8 cm x 8 cm x 1.5 cm		ZM-OP1	Zalman	7.6	15.9	12	27.04.07	PCs und Komponenten	Overclocking/Modding	Luftkühlung	Grafikkartenkühler		sofort	Nein	12.3
8776	ZTO SAM ML 1710	Toner Samsung ML 1710D3	3000 Seiten @5% Deckung	4	1.01	94.6	87.92	http://oa.samsung.de/article.asp?artid=dc299fbd-3269-41f1-8ae5-f8c34050c9ef&show=acces	Toner Samsung ML-1710D3/SEE, schwarz, 3000 Seiten, zu ML1710/ML 1750		ML-1710D3	Samsung	7.6	139	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	8803821704032	sofort	Nein	103.9
8845	ZTI EP C13T044240 C	Tinte Stylus C64/C84/CX6400,High Capacity	cyan	1	0.1	23.25	21.61	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T04424010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T044240 cyan high capacity, 420 Seiten, zu Stylus C64/C84/C86/CX6400/CX3600		C13T04424010	Epson	7.6	36	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355887	sofort	Nein	25.35
8846	ZTI EP C13T044340 M	Tinte Stylus C64/C84/CX6400,High capaticity	magenta	0	0.6	20.55	19.1	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T04434010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T044340 magenta high capacity, 420 Seiten, zu Stylus C64/C84/C86/CX6400/CX3600		C13T04434010	Epson	7.6	32	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355900	12.11.10	Nein	22.5
8848	ZTI EP C13T043140 SW	Tinte Stylus C84, CX6400, High capacity	schwarz	0	0.06	43.9	40.8	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T04314010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T043140 schwarz high capacity, 1300 Seiten  zu Stylus C84/C86, CX6400, CX6600		C13T04314010	Epson	7.6	63	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355825	unbekannt	Nein	46.8
8865	ZTI CA BCI-24BK	Tinte Canon BCI-24BK	Nachfüllpatrone schwarz BCI-24BK	11	0.04	9.55	8.88		Tinte Canon 6881A002 / BCI-24BK schwarz, 9ml, zu MPC 190 Photo, PIXMA iP1500/	PIXMA MP110/S200/i250	6881A002	Canon	7.6	18.9	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	4960999007335	sofort	Nein	12.4
8867	ZTI CA BCI-24C	Tinte Canon BCI-24C farbig, 5ml	zu MPC190 Photo, PIXMA iP1500/2000	8	0.05	20.35	18.91		Tinte Canon 6882A002 / BCI-24C farbig, 5ml, zu SmartBase MPC190 Photo, PIXMA iP1500/2000 color		6882A002	Canon	7.6	34	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	4960999007304	sofort	Nein	24.7
8871	DS HP BA DDS5	HP C8010A: DAT-Band DDS-5, 36/72GB, 170m		48	0.04	12.85	11.94	http://h10010.www1.hp.com/wwpc/ch/de/sm/WF06c/A1-14605-15547-15559-15559-12300082-1548901.html?jumpid=oc_R1002_CHDEC-001_HP%20DAT%2072-Datenkassette%20%20&#40;170%20m%20&41;&lang=de&cc=ch	HP C8010A: DAT-Band DDS-5, DAT-72, 36/72GB, 170m		C8010A	HP	7.6	16.9	24	06.07.06	Netzwerk/Server	Storage-Systeme	Datensicherung	Speichermedien		sofort	Nein	13.85
8890	GEM RT KALTLI 2X UV	Revoltec Twin-Kaltlichtkathode uv, ,8.9Watt	12V, Länge ca. 31.1cm, Durchmesser ca. 1cm	28	0.16	8.9	8.27	http://www.revoltec.net/revoltec.net/index.php?StoryID=7&ArticleID=158	Revoltec Twin-Kaltlichtkathode Set ultra-violet, 12V, 8.9Watt,Länge ca. 31.1 cm, Durchmesser ca. 1cm		RM026	Revoltec	7.6	16.9	24	27.04.07	PCs und Komponenten	Gehäuse/PC-Netzteile	Gehäuse-/Montagezubehör	Gehäuse Zubehör	4260048810191	sofort	Nein	11.4
8959	NWKT LO GNC-0105T	LevelOne GNC-0105T: 1Gbps Netzwerkkarte	1Gbps, 32bit PCI	33	0.15	15.95	14.82	http://www.level-one.de/levelone.php?page=prod&cat=7012&model=GNC-0105T	LevelOne GNC-0105T: 1Gbps PCI-Netzwerkkarte, Realtek 8169S-32 Single Chipsatz, WoL	VLAN tagging, Priority Queuing(QoS), Treiber für WinXP/2003 Server	550022	LevelOne	7.6	24.9	48	26.06.06	Netzwerk/Server	LAN	Netzwerk-Adapter	Netzwerk, Switch, WLAN	4015867111260	sofort	Nein	18.45
8960	NWSW LO FSW-0508TX	LevelOne FSW-0508TX: 5Port Switch	100Mbps, Autouplink, ext. NT, lüfterlos	47	0.75	20.6	19.14	http://www.level-one.de/levelone.php?page=prod&cat=7012&model=FSW-0508TX	LevelOne FSW-0508TX: 5Port Switch, 100Mbps, ext. Netzteil, lüfterlos,  Autouplink, Magnetfüsse,	Full/-Half-Duplex, Flow Control, Auto-MDI/MDIX an allen Ports, Power Save Mode	530135	LevelOne	7.6	31	24	19.06.06	Netzwerk/Server	LAN	Switches	Netzwerk, Switch, WLAN	4015867109533	sofort	Nein	23.6
8961	NWSW LO FSW-0808TX	LevelOne FSW-0808TX: 8Port Switch	100Mbps, Autouplink, ext. NT, lüfterlos	38	0.77	26.75	24.86	http://www.level-one.de/levelone.php?page=prod&cat=7012&model=FSW-0808TX	LevelOne FSW-0808TX: 8Port Switch, 100Mbps, ext.Netzteil, lüfterlos, Autouplink, Magnetfüsse,	Keine Geräuschentwicklung, da lüfterlos!	530136	LevelOne	7.6	39	24	19.06.06	Netzwerk/Server	LAN	Switches	Netzwerk, Switch, WLAN	4015867109540	sofort	Nein	30.35
9167	KA VIDEO SCART 2M	Kabel Video, Scartanschlusskabel, 2m		88	0.17	7.3	6.78		Kabel Video, Scartanschlusskabel, 2m		147244	equip	7.6	24.9	24	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	11.2
9169	ZAD VID SCART-SVIDEO	Video Adapter Scart - SVideo	1x Scart St. - 1x S-Video Bu. + 3x Cinch Bu	78	0.03	6.5	6.04		Adapter Video, SVideo - Composite - Audio auf Scart, umschaltbar Eingang/Ausgang		147241	equip	7.6	23.9	24	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör	7611990146437	sofort	Nein	10.2
9170	KA VIDEO S-VHS 1.8M	Kabel Video, S-VHS, 1,8m		18	0.1	6.5	6.04		Kabel Video, S-VHS, 1,8m		147224	equip	7.6	23.9	24	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör	7640113910907	sofort	Nein	10.2
9171	VER VIDEO S-VHS 2M	Verlängerungskabel Video, S-VHS, 2m		14	0.09	6.7	6.23		Verlängerungskabel S-VHS, 2m		147234	equip	7.6	23.9	24	20.12.04	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	10.45
9189	MBZ AS COM2	ASUS Com2 Panel zum Nachrüsten		-19	0.05	8.25	7.67	http://www.asus.com/products1.aspx?l1=3&l2=0&l3=0&model=0&modelmenu=0&share=txt/13	ASUS Com2 Panel zum Nachrüsten		14G000020096	ASUS	7.6	14.3	12	15.12.04	PCs und Komponenten	Mainboard	Zubehör	Kabel, Adapter, Zubehör		11.11.10	Nein	10.75
9201	AK GP KZ CR2032	GP Knopfzelle Lithium CR2032, 3V		221	0.01	4.15	3.86		GP Lithium Knopfzelle Typ CR2032, 3V, 1Stk., Vergleichbar mit Typ DL2032		060.2032C1	GP Battery	7.6	9.9	12	30.05.07	Heim/Hobby/Freizeit	Strom/Licht	Batterien	Batterien/ Akkus/ Ladegeräte	4891199003721	sofort	Nein	6.8
9269	DKT CS EXZ-CASE1	Casio Tasche EXZ-CASE1	für S und Z Serie, Leder	6	0.06	24.4	22.68		Casio Tasche EXZ-CASE1, für S und Z Serie, Leder,	Ledertasche mit Gürtelschlaufe schwarz	EXZ-CASE1	Casio	7.6	36.05	12	09.02.06	Büromaterial/-bedarf	Taschen/Koffer/Rucksack	für Foto/Camcorder	Digitalkamera Zubehör	4971850686101	sofort	Nein	29.6
9350	ZTI EP C13T044440 Y	Tinte Stylus C64/C84/CX6400,High capaticity	yellow	0	0.06	20.55	19.1	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T04444010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T044440 gelb high capacity, 420 Seiten zu Stylus C64/C84/C86/CX6400/CX3600		C13T04444010	Epson	7.6	32	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355924	unbekannt	Nein	22.5
9359	ZTI EP T051140	Tinte Stylus Color740/760/850/860/1160/1520	schwarz, 24ml	0	0.06	32.9	30.58	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T05114010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson S020189 schwarz, 24ml, 900 Seiten, zu Stylus Color 740/760/850/860/1160/1520		C13T05114010	Epson	7.6	49	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946356181	unbekannt	Nein	35.4
9361	ZTI HP C6614DE	Tinte HP Deskjet 610/640, 656  No. 20	Nr. 20, schwarz, 28ml	4	0.08	36.95	34.34	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-34068-69729.html?jumpid=oc_R1002_CHDEC-001_HP%2020%20Inkjet-Druckpatrone%20Schwarz&lang=de&cc=ch	Tinte HP C6614DE / Nr. 20 schwarz, 28ml, Deskjet 610/640, 656		C6614DE	HP	7.6	58	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	39.35
9382	HT IT PIR-2000	Funk-Bewegungsmelder PIR-2000	für alle Empfänger	8	0.2	41.85	38.89	http://www.intertechno.at/produkte/sender/PIR-2000.html	Intertechno Funk-Bewegungsmelder PIR-2000 (YPT-500), für alle Empfänger	Geeignet für alle Intertechno Empfänger. Schaltet oder dimmt auf 256 frei wählbaren Kanälen per Funk bis 25m	PIR-2000	Intertechno	7.6	59	12	09.11.04	Heim/Hobby/Freizeit	Heimelektronik	Hausautomation	Haustechnik	9005437865001	sofort	Nein	52.3
9390	HT IT YWT-8500	Funk-Wandsender YWT-8500	für alle Empfänger	35	0.15	23.35	21.7	http://www.intertechno.at/produkte/sender/YWT-8500.html	Intertechno Funk-Wandsender YWT-8500, für alle Empfänger	Geeignet für alle Intertechno Empfänger. Schaltet oder dimmt auf 256 frei wählbaren Kanälen per Funk bis 30m	YWT-8500	Intertechno	7.6	39	12	21.07.07	Heim/Hobby/Freizeit	Heimelektronik	Hausautomation	Haustechnik	9005437850014	sofort	Nein	30
9401	HT IT CMR-1224	Funk-Einbauschalter CMR-1224, 12/24V	15A/7A, nur Empfänger, Auf-/Unterputz	0	0.1	21.9	20.35	http://www.intertechno.at/produkte/einbauschalter/CMR-1224.html	Intertechno Funk-Einbauschalter CMR-1224, Ein/Aus 12V 15A / 24V 7A, nur Empfänger, Auf-/Unterputz	Empfänger verwendbar mit allen Intertechno Sendern, kann auf einen von 256 möglichen Kanälen codiert werden!	CMR-1224	Intertechno	7.6	37	12	21.07.07	Heim/Hobby/Freizeit	Auto Zubehör	Strom/Licht/Diverses	Haustechnik	9005437861201	unbekannt	Nein	28.25
9416	ZTI EP T050140	Tinte Stylus Color400/440/460/500/600/640/	660/670/Photo700/750/1200/EX, schwarz	4	0.04	40.15	37.31	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T05014010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T050140 schwarz, 540 Seiten, zu Stylus Color 400/440/460/500/600/640/660/670/	/Photo700/750/1200/EX	C13T05014010	Epson	7.6	58	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946356143	sofort	Nein	42.9
9456	SMA KH SEN HD 25	Sennheiser Studio-Kopfhörer, HD 25-1 II	16-22'000Hz, 3.5/6.3mm Stecker, 1.5m Kabel	5	0.42	306	284.39	http://www.sennheiser.com/sennheiser/home_de.nsf/product.html?ReadForm&path=private_headphones_dj-headphones&product=502188	Sennheiser HD 25-1 II, Studio-Kopfhörer, 16-22'000Hz, 120dB, 3.5/6.3mm Klinken, 1.5 m Kabel, 140g,	Sehr gute Abschirmung der Nebengeräusche, bestens für Aussenübetragungen und Studios geeignet	HD25-1	Sennheiser	7.6	379	24	05.06.07	Unterhaltungselektronik	Musiker-/DJ-Equipment	DJ-Equipment	Sound / Midi / Audio	4012418029760	sofort	Nein	351
9458	SMA KH SEN HD 280 PRO	Sennheiser Profi-Kopfhörer, HD280 PRO	8-25'000Hz, 3.5/6.3mm Stecker, 1-3m Kabel	4	0.7	185.65	172.54	http://www.sennheiser.com/sennheiser/home_de.nsf/product.html?ReadForm&path=private_headphones_dj-headphones&product=004974	Sennheiser HD 280-PRO, Profi-Kopfhörer, 8-25'000Hz, 102dB, 3.5/6.3mm Klinken, 1-3 m Kabel, 220g,	Dynamischer Stereo-Kopfhörer in geschlossener Bauform	HD280 PRO	Sennheiser	7.6	239	24	05.06.07	Unterhaltungselektronik	Musiker-/DJ-Equipment	DJ-Equipment	Sound / Midi / Audio	4012418049744	sofort	Nein	216.45
9480	ZTI CA BCI-6BK	Tinte Canon BCI-6BK, black	Inhalt: 13ml/210Seiten@ 5%Deckung	37	0.06	12.15	11.29		Tinte Canon 4705A002 / BCI-6BK schwarz, 13ml, zu i865, i965, i905D, i9950,	PIXMA MP780, PIXMA iP4000/4000R/5000/8500, 210 Seiten@ 5%Deckung	4705A002	Canon	7.6	22.9	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	4960999864853	sofort	Nein	15.4
9481	ZTI CA BCI-6C	Tinte Canon BCI-6C, cyan	Inhalt: 13ml/280Seiten@5% Deckung	32	0.05	12.15	11.29		Tinte Canon 4706A002 / BCI-6C cyan, 13ml, zu i865, i965, i905D, i9950,	PIXMA MP 780, PIXMA iP4000/4000R/5000/8500, 280 Seiten@5% Deckung	4706A002	Canon	7.6	22.9	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	4960999864822	sofort	Nein	15.4
9482	ZTI CA BCI-6M	Tinte Canon BCI-6M	Nachfüllpatrone magenta	22	0.05	12.15	11.29		Tinte Canon 4707A002 / BCI-6M magenta, 13ml,  i865, i965, i905D, MP 780,  i9950,	PIXMA 3000/ 4000, Nachfüllpatrone magenta	4707A002	Canon	7.6	22.9	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	4960999864792	sofort	Nein	15.4
9483	ZTI CA BCI-6Y	Tinte Canon BCI-6Y	Nachfüllpatrone yellow	35	0.05	12.4	11.52		Tinte Canon 4708A002 / BCI-6Y gelb, zu i865, i965, i905D, i9950, PIXMA MP 780,	PIXMA iP4000/4000R/5000/8500, 280 Seiten@ 5% Deckung	4708A002	Canon	7.6	22.9	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	4960999864761	sofort	Nein	15.65
9515	NT ALTIS 300W ATX	Netzteil Altis, 300W ATX, silent	Retail Box, Netzkabel	143	1.73	33.4	31.04		Netzteil Altis, 300W ATX, leise,	Gut, günstig und geräuscharm - Das Netzteil in der Retail Box, inkl. Netzkabel!	Altis ATX300PT/REC	Compucase	7.6	49	24	25.10.04	PCs und Komponenten	Gehäuse/PC-Netzteile	PC-Netzteile	Netzteile	7613081000918	sofort	Nein	41.85
9565	ZTI EP C13T044140 SW	Tinte Stylus C64/C84/CX6400/CX3600	schwarz	3	0.06	26.35	24.49	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T04414010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T044140 schwarz, 600 Seiten, zu Stylus C64/C84/C86/CX6400/CX3600		C13T04414010	Epson	7.6	40	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355863	sofort	Nein	28.6
9581	ZTI HP C9359AE	Tinte HP C9359AE Photosmart 7960/7760/7660	Nr. 59, grau, 17ml	1	0.08	28.95	26.91	http://h10010.www1.hp.com/wwpc/ch/de/ga/WF06c/A1-12771-64199-69422-69422-316355-316360.html?jumpid=reg_R1002_CHDE	Tinte HP C9359AE / Nr. 59 grau, 17ml, zu Photosmart 145/245/7660/7760/7960	110 Seiten@5% Deckung.	C9359AE	HP	7.6	47	12	25.03.09	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	31.1
9588	ZTOFL OKI 9000 SW	Toner zu OKI C9300/C9500 schwarz	15000 Seiten @5% Deckung	2	3	168.1	156.23	http://switzerland.oki.com/fcgi-bin/public.fcgi?fr=mm&pid=44&cid=136&chid=1&prid=403	OKI Toner 41963608 schwarz, zu C9300/C9500, 15000 Seiten @5% Deckung	zu OKIDATA C 9300/C 9300 DN/C 9300 HDN/C 9300 N/C 9500/C 9500 DN	41963608	OKI	7.6	219	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713923565	sofort	Nein	183.25
9590	ZTOFL OKI 9000 CY	Toner zu OKI C9300/C9500 cyan	15000 Seiten @5% Deckung	1	1.11	413	383.83	http://switzerland.oki.com/fcgi-bin/public.fcgi?fr=mm&pid=44&cid=136&chid=1&prid=403	OKI Toner 41963607 cyan, zu C9300/C9500, 15000 Seiten @5% Deckung		41963607	OKI	7.6	529	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713923558	sofort	Nein	447
9593	ZTOFL OKI 9000 MA	Toner zu OKI C9300/C9500 magenta	15000 Seiten @5% Deckung	2	1.16	413	383.83	http://switzerland.oki.com/fcgi-bin/public.fcgi?fr=mm&pid=44&cid=136&chid=1&prid=403	OKI Toner 41963606 magenta, zu C9300/C9500, 15000 Seiten @5% Deckung	zu OKIDATA C 9300/C 9300 DN/C 9300 HDN/C 9300 N/C 9500/C 9500 DN	41963606	OKI	7.6	529	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713923541	sofort	Nein	447
9594	ZTOFL OKI 9000 YE	Toner zu OKI C9300/C9500 yellow	15000 Seiten @5% Deckung	1	1.13	413	383.83	http://switzerland.oki.com/fcgi-bin/public.fcgi?fr=mm&pid=44&cid=136&chid=1&prid=403	OKI Toner 41963605 gelb, zu C9300/C9500, 15000 Seiten @5% Deckung	zu OKIDATA C 9300/C 9300 DN/C 9300 HDN/C 9300 N/C 9500/C 9500 DN	41963605	OKI	7.6	529	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713923534	sofort	Nein	447
9616	NT ARGOSY GEH 360	Netzteil für Argsoy 360U, 360C, 360SU	DC12V / 2A	1	0.2	26.7	24.81		Zusatz Netzteil Argosy zu Argosy 360U, 360C, 360SU, DC12V / 2A	Zweitnetzteil zum externen Argosy Gehäuse HD-360U, HD-360C, HD-360SU, 350T, 350U,HV-358T - Damit Sie Ihre mobile Harddisk überall bequem anschliessen können.	POW-ACDC-C12V2A	Argosy	7.6	41	24	07.07.06	PCs und Komponenten	Festplatten/SSD/Kontroller	Externe Gehäuse	Netzteile		sofort	Nein	31.05
